"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829302",="17031829302",255,99,260,100,6,8,2.2,573,280,814,11447,5194,24,31,15,14,16,31,2,62,18,96,83,2,45,84,45,22,49,14,7,57,21,15,1,97,95,0,-1,3,0,1,1,2,0,3,119,96,87,36,33,31,20,34,91,57,="NA",="16974",="14026",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829401",="17031829401",43,100,46,100,6,-1,3.1,142,332,949,12770,4137,18,40,9,9,24,43,-1,54,19,100,78,2,52,96,54,12,100,13,2,61,26,11,2,100,96,-1,-1,-1,-1,4,-1,4,0,12,185,98,195,2,7,91,43,50,98,92,="NA",="16974",="14026",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829402",="17031829402",10,92,28,100,6,-1,2.7,76,418,2813,13902,5122,13,17,22,13,35,46,7,29,20,96,75,4,50,93,54,19,-1,7,4,64,25,7,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,139,100,214,4,7,89,50,21,68,22,="NA",="16974",="57732",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829500",="17031829500",21,100,22,100,6,14,2.3,50,294,949,11560,5086,32,18,18,18,14,32,5,64,18,91,86,-1,36,95,36,29,60,16,-1,45,32,23,5,64,59,-1,-1,36,-1,5,-1,5,0,7,135,95,150,14,41,45,36,19,53,74,="NA",="16974",="70629",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829600",="17031829600",11,100,12,100,7,25,3.6,43,349,949,13494,3766,25,-1,33,25,17,58,-1,42,19,100,83,-1,75,92,75,17,-1,9,-1,83,17,-1,-1,83,75,-1,-1,17,8,-1,-1,8,0,4,104,100,198,-1,25,75,33,13,30,80,="NA",="16974",="72520",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829700",="17031829700",162,96,159,100,4,20,3.2,503,282,628,11908,3764,18,34,16,14,18,40,4,52,18,97,87,3,58,92,60,22,65,11,4,64,19,13,1,98,95,1,1,2,1,1,-1,2,0,25,140,98,130,16,15,69,21,34,81,79,="NA",="16974",="26710",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829800",="17031829800",8,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="26571",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829901",="17031829901",148,100,157,100,5,8,3.4,527,426,948,17658,5261,10,22,16,14,37,50,2,46,25,91,66,3,75,99,78,15,67,8,-1,83,13,4,-1,99,97,-1,-1,1,1,1,-1,2,0,8,123,99,200,-1,13,87,24,10,70,55,="NA",="16974",="16691",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 829902",="17031829902",84,100,89,100,7,21,2.5,225,381,949,15739,6226,18,18,19,15,31,46,2,47,24,89,74,1,63,89,64,23,40,11,2,69,24,6,-1,94,93,-1,-1,6,-1,1,-1,1,0,7,106,82,169,11,46,43,19,6,85,51,="NA",="16974",="16691",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830001",="17031830001",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="99999",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830003",="17031830003",85,100,90,100,6,7,3.6,322,414,949,16999,4751,13,21,15,13,37,53,-1,46,23,93,70,2,70,99,72,8,83,7,-1,80,13,7,-1,100,99,-1,-1,-1,1,-1,-1,1,0,8,145,97,212,1,16,83,17,15,96,89,="NA",="16974",="47540",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830004",="17031830004",143,100,152,100,6,9,2.6,399,352,949,14438,5500,20,27,12,14,27,40,-1,57,22,95,70,1,51,87,50,24,56,16,5,61,25,10,-1,99,97,-1,1,1,1,-1,-1,1,1,11,121,99,123,11,51,38,25,9,88,78,="NA",="16974",="47540",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830005",="17031830005",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="55938",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830006",="17031830006",221,99,213,98,6,7,1.5,317,325,649,13943,9369,4,27,31,23,14,12,1,86,24,98,73,-1,19,79,18,53,13,21,1,26,11,61,8,88,83,0,1,10,1,1,1,4,0,6,80,75,83,75,13,12,5,9,68,63,="NA",="16974",="47540",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830007",="17031830007",228,100,243,100,6,6,2.6,637,400,953,16235,6193,11,25,19,16,30,44,3,51,25,94,70,2,52,94,54,18,55,13,1,60,19,20,1,98,98,-1,-1,2,-1,0,-1,0,0,11,125,97,163,21,30,49,22,20,86,56,="NA",="16974",="63706",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830008",="17031830008",21,100,22,100,4,9,3.1,68,469,949,17514,5666,14,27,5,14,41,45,-1,55,25,95,64,5,68,95,68,5,100,4,-1,68,27,5,-1,95,95,-1,-1,5,-1,-1,-1,0,0,3,150,86,205,-1,23,77,23,5,91,88,="NA",="16974",="63706",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830100",="17031830100",15,90,46,100,6,-1,4.2,194,486,3020,16020,3798,13,8,16,16,47,54,2,26,20,93,76,4,87,96,87,7,25,2,-1,78,13,9,-1,100,98,-1,-1,-1,-1,2,-1,2,0,-1,159,98,219,-1,-1,100,22,15,78,96,="NA",="16974",="57732",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830201",="17031830201",278,96,278,100,6,12,1.7,472,361,792,14962,8812,4,29,28,21,19,15,1,83,26,94,70,1,23,79,23,28,7,10,-1,28,9,63,8,87,81,1,1,13,1,1,1,4,0,38,91,97,98,70,12,18,7,15,83,47,="NA",="16974",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830202",="17031830202",27,92,75,100,6,1,4.3,326,523,2701,18123,4169,4,23,21,4,47,53,4,36,23,96,69,3,83,99,84,9,20,3,-1,77,16,7,1,100,99,-1,-1,-1,-1,1,-1,1,0,48,131,100,216,-1,-1,100,12,18,72,92,="NA",="16974",="47540",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830300",="17031830300",311,95,418,100,6,9,1.6,681,361,1074,13609,8353,6,29,29,15,21,19,1,74,24,95,73,0,24,83,23,33,18,18,0,27,23,49,7,82,79,0,1,17,-1,1,1,2,0,152,116,100,87,67,22,11,5,25,72,19,="NA",="16974",="57732",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830400",="17031830400",50,91,154,100,6,2,3.3,501,432,2977,13419,4125,9,21,27,14,30,42,2,36,19,92,78,-1,72,96,71,14,33,5,5,75,15,6,-1,100,99,-1,-1,-1,-1,1,-1,1,0,-1,122,100,186,-1,36,64,23,24,58,98,="NA",="16974",="57732",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830500",="17031830500",3,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830600",="17031830600",76,92,71,100,7,4,1.9,132,389,923,14949,8041,7,37,19,13,24,37,3,59,25,90,73,1,27,70,25,45,80,33,1,44,27,28,1,66,48,-1,3,30,4,7,4,15,1,-1,155,97,83,46,24,30,21,24,68,8,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830700",="17031830700",138,92,127,100,6,2,2,257,336,930,13711,6775,7,36,21,18,18,32,3,60,22,97,76,1,30,78,30,27,60,22,2,38,20,40,1,91,69,1,7,8,-1,12,2,13,0,-1,146,99,78,38,28,34,21,35,57,0,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830800",="17031830800",18,88,16,100,7,-1,1.8,28,289,1125,10430,5960,13,69,-1,13,6,13,6,81,18,94,88,-1,19,81,19,40,100,39,-1,19,50,31,-1,88,44,-1,-1,13,-1,44,-1,44,0,-1,278,100,117,-1,94,6,50,7,30,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 830900",="17031830900",10,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831000",="17031831000",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831100",="17031831100",36,89,32,100,8,-1,2.4,76,415,868,14184,5972,7,33,27,13,20,19,-1,75,22,94,84,-1,38,91,38,45,70,38,-1,50,19,31,3,97,22,-1,-1,3,6,66,3,75,3,-1,139,100,117,6,31,63,44,18,69,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831200",="17031831200",68,89,61,100,8,5,2.4,144,374,860,14056,5954,9,43,21,7,21,25,3,67,23,95,80,2,46,82,44,41,59,24,5,39,30,26,2,100,25,-1,-1,-1,5,70,-1,75,0,-1,132,95,125,20,39,41,39,27,96,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831300",="17031831300",20,89,18,100,7,11,2.4,44,437,807,15030,6149,6,38,6,19,31,33,-1,56,23,94,67,6,39,89,44,41,100,27,6,61,28,6,-1,100,61,-1,-1,-1,-1,33,6,39,0,-1,124,83,132,17,50,33,28,28,97,43,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831400",="17031831400",81,89,72,100,10,6,2.3,162,401,816,14308,6359,4,31,28,7,28,39,1,53,23,93,75,-1,40,90,40,38,50,19,4,47,29,19,1,100,100,-1,-1,-1,-1,-1,-1,0,1,-1,125,100,108,21,29,50,42,27,91,34,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831500",="17031831500",29,89,26,100,7,4,2.7,70,434,837,16899,6277,8,29,17,17,29,38,4,50,25,92,65,-1,54,100,54,19,40,16,-1,58,23,19,-1,100,46,-1,-1,-1,-1,54,-1,54,0,-1,152,92,155,8,27,65,38,9,70,48,="NA",="16974",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831600",="17031831600",150,89,134,100,10,4,1.8,245,363,824,13733,7511,6,40,21,12,22,16,7,69,23,95,75,2,20,80,22,40,58,31,-1,27,16,57,4,95,41,-1,-1,5,-1,54,-1,54,0,1,146,93,86,48,34,19,22,14,73,36,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831700",="17031831700",45,92,42,100,12,7,1.1,46,261,846,10555,9637,5,34,47,8,5,7,-1,83,20,100,88,-1,5,48,5,69,75,65,-1,10,52,38,-1,64,33,-1,-1,36,2,29,-1,31,2,1,95,38,76,76,17,7,17,19,63,44,="NA",="16974",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831800",="17031831800",30,90,27,100,8,11,2.4,65,337,817,12838,5333,16,28,12,28,16,41,-1,52,21,96,78,19,19,81,26,33,67,17,-1,52,26,22,4,89,52,4,4,11,-1,30,-1,30,0,1,89,93,77,48,33,19,15,16,55,26,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 831900",="17031831900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832000",="17031832000",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832100",="17031832100",270,89,241,100,6,-1,2.3,554,410,1181,17248,7503,12,27,15,18,28,56,1,39,27,89,71,12,26,63,24,11,32,8,1,45,26,28,5,95,78,0,4,5,-1,12,1,13,0,-1,189,100,39,32,59,10,5,19,34,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832200",="17031832200",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832300",="17031832300",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832400",="17031832400",25,92,23,100,7,-1,2.4,56,330,1209,12649,5195,5,40,25,10,20,30,9,48,19,96,87,-1,39,83,39,38,100,29,4,39,26,30,-1,96,26,-1,-1,-1,4,65,-1,70,0,-1,206,100,126,22,13,65,39,18,56,13,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832500",="17031832500",203,98,200,100,6,10,1.6,318,298,1079,12373,7782,3,53,16,9,18,17,-1,75,21,97,83,1,20,68,21,47,68,36,3,38,26,34,4,79,50,-1,1,20,2,17,10,29,0,-1,130,98,90,62,33,5,10,25,20,19,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832600",="17031832600",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 832900",="17031832900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 833000",="17031833000",144,91,130,99,11,19,1,132,226,710,9391,9249,14,44,22,10,10,15,5,69,18,99,85,-1,1,42,1,32,16,24,2,32,22,44,4,90,88,-1,1,10,1,1,-1,2,1,-1,53,-1,-1,100,-1,-1,-1,12,26,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 833100",="17031833100",327,98,321,100,6,8,1.5,492,298,1325,12877,8402,8,37,26,13,16,16,0,80,22,97,78,0,22,75,22,23,21,16,1,21,11,67,5,92,80,-1,3,8,0,8,0,9,0,-1,123,100,92,69,26,5,6,14,36,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 833300",="17031833300",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 833900",="17031833900",175,87,154,100,7,12,2.7,423,307,916,11676,4251,21,32,15,10,23,32,6,50,18,94,81,5,57,86,59,19,87,13,5,69,18,8,-1,100,92,-1,-1,-1,2,6,1,8,1,-1,111,94,107,5,22,73,35,46,98,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834000",="17031834000",319,91,291,100,7,4,2.5,715,346,967,13382,5446,15,31,19,16,19,42,8,48,21,95,77,2,47,87,46,22,51,16,3,52,28,17,1,100,99,-1,-1,0,-1,0,-1,0,0,-1,137,98,139,4,58,37,41,21,100,30,="NA",="16974",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834200",="17031834200",267,89,238,100,9,6,2.2,514,353,809,12181,5640,18,31,18,17,16,36,1,59,20,96,79,0,39,84,39,25,53,17,2,54,29,15,2,100,99,-1,-1,-1,-1,0,0,1,0,1,135,96,100,10,46,44,49,38,100,24,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834300",="17031834300",293,89,261,100,10,5,2.4,617,361,810,11899,5034,17,39,17,10,17,33,2,61,19,96,84,3,34,78,35,25,65,19,1,43,32,24,-1,100,99,-1,-1,-1,1,-1,-1,1,0,-1,116,96,119,31,27,42,29,18,99,65,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834400",="17031834400",498,92,459,100,7,8,2.1,973,367,967,13156,6206,12,37,19,13,20,28,2,66,21,95,78,1,39,73,38,17,84,26,0,45,13,42,2,99,98,-1,0,1,0,1,-1,1,0,-1,109,98,81,39,25,36,22,25,96,12,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834500",="17031834500",218,89,196,100,9,8,2.6,517,344,896,11226,4256,24,26,18,14,18,37,4,55,17,100,84,2,60,88,59,16,71,13,6,66,20,8,-1,100,98,-1,-1,-1,-1,2,-1,2,1,-1,106,99,110,1,31,68,42,46,100,9,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834600",="17031834600",229,96,232,100,7,8,1.8,422,295,797,11259,6190,7,50,18,13,12,19,3,72,19,98,85,1,26,71,25,47,62,30,1,38,33,27,2,98,97,-1,0,2,-1,0,-1,0,0,-1,114,79,117,50,20,30,21,47,99,27,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834700",="17031834700",114,89,102,100,11,7,1.9,189,245,814,9116,4920,19,38,20,10,14,25,7,47,15,97,88,1,30,69,29,22,64,19,3,58,28,11,-1,99,98,-1,-1,1,1,-1,-1,1,0,-1,100,46,131,52,18,30,26,56,100,25,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834800",="17031834800",302,93,281,100,7,12,1.9,524,314,901,12855,6893,7,41,22,12,17,17,2,78,22,96,78,5,21,59,20,41,16,17,1,30,18,52,4,99,97,-1,0,1,1,-1,0,2,1,-1,70,99,106,64,7,29,9,46,100,16,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 834900",="17031834900",274,95,264,100,7,11,1.9,499,272,1054,10486,5548,14,38,22,17,9,14,4,72,18,99,86,0,31,70,29,24,11,13,5,30,16,50,4,99,98,-1,-1,0,0,-1,0,1,0,-1,89,100,69,51,24,25,17,51,99,29,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835000",="17031835000",187,89,166,100,9,3,2.3,387,311,807,10879,4667,15,42,18,10,15,31,10,51,18,96,85,2,45,84,43,27,81,18,2,57,25,16,-1,99,91,-1,-1,1,1,7,-1,8,0,-1,148,95,110,8,42,49,51,40,98,31,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835100",="17031835100",50,89,44,100,9,20,2.7,119,335,807,11848,4381,13,34,29,-1,24,36,11,39,18,95,82,-1,64,86,61,20,75,10,-1,80,11,9,-1,100,82,-1,-1,-1,2,16,-1,18,0,-1,110,86,121,5,45,50,30,21,97,55,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835200",="17031835200",6,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835500",="17031835500",407,89,363,100,3,69,1.6,571,272,882,10922,6943,9,46,24,15,7,11,6,79,19,99,87,0,17,53,17,30,61,36,1,17,17,65,2,99,98,-1,1,1,1,0,-1,1,0,-1,52,85,47,70,10,20,14,33,98,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835600",="17031835600",87,86,77,100,9,21,1.9,143,334,790,12983,6991,7,42,20,16,16,16,4,79,22,100,77,1,21,61,22,19,6,9,-1,26,8,66,1,100,99,1,-1,-1,-1,-1,-1,0,1,-1,81,99,82,66,6,27,13,43,99,28,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835700",="17031835700",101,95,95,100,7,3,2.6,244,375,1050,15291,5954,6,29,13,17,34,40,2,44,23,92,68,1,53,97,53,12,73,14,-1,53,24,23,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,130,100,130,12,43,45,26,100,0,38,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835800",="17031835800",98,89,88,100,10,6,2.6,227,415,832,14412,5587,22,26,16,9,26,50,5,44,22,92,73,3,52,91,52,16,50,13,-1,65,28,7,-1,100,99,-1,-1,-1,1,-1,-1,1,0,-1,139,93,109,3,31,66,48,35,98,7,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
